id,url,landmark_id,category,hierarchical_label,natural_or_human_made
18a63a4a0ab126e0,http://upload.wikimedia.org/wikipedia/commons/7/7b/Ti%C5%A1nov%2C_kostel_sv._V%C3%A1clava_%2801%29.jpg,113405,http://commons.wikimedia.org/wiki/Category:Church_of_Saint_Wenceslaus_(Ti%C5%A1nov),church,human-made
1c530eec701273af,https://upload.wikimedia.org/wikipedia/commons/8/85/Burg_Tringenstein_01.jpg,143935,http://commons.wikimedia.org/wiki/Category:Burg_Tringenstein,castle / fort,human-made
681fcf739e8c7169,https://upload.wikimedia.org/wikipedia/commons/f/f9/Hjelkrembrygga_Kristiansund.JPG,176517,http://commons.wikimedia.org/wiki/Category:Nordm%C3%B8re_Museum,museum,human-made
7b2b3b38a431f5a2,https://upload.wikimedia.org/wikipedia/commons/8/81/FORDE_ABBEY_DSC_8038.jpg,172571,http://commons.wikimedia.org/wiki/Category:Forde_Abbey,house,human-made
e0242d25b6c6cbcd,https://upload.wikimedia.org/wikipedia/commons/1/10/California_Science_Center_%288089345605%29.jpg,34607,http://commons.wikimedia.org/wiki/Category:California_Science_Center,museum,human-made
9c71af3ba2729eb6,https://upload.wikimedia.org/wikipedia/commons/7/77/SE_Mt_Jackson_pink_coarse-grained_granite.jpg,28757,http://commons.wikimedia.org/wiki/Category:Mount_Jackson,mountain,natural
e791599e6f19be84,https://upload.wikimedia.org/wikipedia/commons/0/02/Lago_Maggiore_-_panoramio.jpg,162604,http://commons.wikimedia.org/wiki/Category:Lake_Maggiore,lake,natural
18451521e0b17425,http://upload.wikimedia.org/wikipedia/commons/b/bf/Sainte-Marguerite_07.JPG,51516,http://commons.wikimedia.org/wiki/Category:Chapelle_Sainte-Marguerite_de_Beaumont-du-Ventoux,church,human-made
170a78f876a291de,https://upload.wikimedia.org/wikipedia/commons/2/23/WatchTower-2.jpg,195708,http://commons.wikimedia.org/wiki/Category:Desert_View_Watchtower,tower,human-made
66a807b021b4e273,http://upload.wikimedia.org/wikipedia/commons/b/b2/HP9100A-IMG_0393.jpg,67929,http://commons.wikimedia.org/wiki/Category:Mus%C3%A9e_Bolo,museum,human-made
3bd7962dd37d08fc,https://upload.wikimedia.org/wikipedia/commons/e/e0/View_from_pol._Holovcheska11.jpg,2957,http://commons.wikimedia.org/wiki/Category:Chornohora_range,mountain,natural
15cfe75ed09a8387,https://upload.wikimedia.org/wikipedia/commons/2/2d/Portland_Fire_Station_-_geograph.org.uk_-_1311798.jpg,137184,http://commons.wikimedia.org/wiki/Category:Isle_of_Portland,island,natural
c7c305303488d5d0,https://upload.wikimedia.org/wikipedia/commons/0/07/Two_Mile_Bay%2C_Taupo_3330%2C_New_Zealand_-_panoramio.jpg,172593,http://commons.wikimedia.org/wiki/Category:Lake_Taupo,lake,natural
7628dbdb8961c902,https://upload.wikimedia.org/wikipedia/commons/b/b5/Walker%27s_Tavern_rear_view_Cambridge_Junction_Historic_State_Park_Brooklyn_Michigan.JPG,139489,http://commons.wikimedia.org/wiki/Category:Cambridge_Junction_Historic_State_Park,parks,natural
87b33fc67590b495,https://upload.wikimedia.org/wikipedia/commons/1/1e/8325MilanoPtaVenezia.JPG,125086,http://commons.wikimedia.org/wiki/Category:Porta_Venezia_(Milan),gate,human-made
1db5f27a151631c4,https://upload.wikimedia.org/wikipedia/commons/8/88/24._Grianan_of_Aileach.jpg,31632,http://commons.wikimedia.org/wiki/Category:Grianan_of_Aileach,castle / fort,human-made
cfa2a961aa425ec7,http://upload.wikimedia.org/wikipedia/commons/e/e0/Sundial_at_Athens.jpg,33239,http://commons.wikimedia.org/wiki/Category:National_Garden_of_Athens,parks,natural
13e06ffcbac883fe,https://upload.wikimedia.org/wikipedia/commons/6/60/Kleiner_Lohner_N%C3%BCnihorn2.jpg,70941,http://commons.wikimedia.org/wiki/Category:Lohner,mountain,natural
a9b5ab52df6297c5,https://upload.wikimedia.org/wikipedia/commons/2/23/Kasugai_City_Library_book_return_post_in_2019-02_ac.jpg,127258,http://commons.wikimedia.org/wiki/Category:Kasugai_City_Library,library,human-made
8a98aab6f9bf30f8,http://upload.wikimedia.org/wikipedia/commons/b/bb/Premontrei_pr%C3%A9posts%C3%A1gi_templom_romja_%287623._sz%C3%A1m%C3%BA_m%C5%B1eml%C3%A9k%29_31.jpg,114646,http://commons.wikimedia.org/wiki/Category:Templomrom_(Zs%C3%A1mb%C3%A9k),ruins,human-made
f97aab86278e9e94,https://upload.wikimedia.org/wikipedia/commons/e/ec/Crystal_City_Snow_-_Nighttime_Balcony_View_%284198303961%29.jpg,56939,"http://commons.wikimedia.org/wiki/Category:Crystal_City,_Arlington,_Virginia",city,human-made
c1801280ba3893d3,https://upload.wikimedia.org/wikipedia/commons/6/63/View_across_the_Montgomery_Canal_approaching_Llanymynech_-_geograph.org.uk_-_847700.jpg,159101,http://commons.wikimedia.org/wiki/Category:Montgomery_Canal,canal,natural
aa8c978ae51300af,https://upload.wikimedia.org/wikipedia/commons/9/96/J30_349_Neuenburg%2C_Umbauspuren.jpg,29583,http://commons.wikimedia.org/wiki/Category:Neuenburg_Castle_(Freyburg),castle / fort,human-made
81f7f1c9b11f862f,https://upload.wikimedia.org/wikipedia/commons/7/7f/Bangabandhu_Sheikh_Mujib_Safari_Park_%2842%29.jpg,20149,http://commons.wikimedia.org/wiki/Category:Bangabandhu_Sheikh_Mujib_Safari_Park,parks,natural
851484590df72897,https://upload.wikimedia.org/wikipedia/commons/5/58/Flickr_-_Gaspa_-_Giza%2C_la_piramide_grande.jpg,64325,http://commons.wikimedia.org/wiki/Category:Great_Pyramid_of_Giza,pyramid,human-made
6283d84cd2c6667a,https://upload.wikimedia.org/wikipedia/commons/8/86/%D7%90%D7%A8%D7%9E%D7%95%D7%9F_%D7%9E%D7%95%D7%A9%D7%9C_%D7%91%D7%99%D7%96%D7%A0%D7%98%D7%99.jpg,51272,http://commons.wikimedia.org/wiki/Category:Caesarea_Maritima,archeological site,human-made
8006c966f53583ef,https://upload.wikimedia.org/wikipedia/commons/e/e9/Tspd_1.JPG,2396,http://commons.wikimedia.org/wiki/Category:Toy_Soldiers_Parachute_Drop,amusement park,human-made
778fb00c2cc692de,https://upload.wikimedia.org/wikipedia/commons/d/d8/Kameni%C4%8Dky%2C_stromy.jpg,41936,http://commons.wikimedia.org/wiki/Category:Vol%C3%A1k%C5%AFv_kopec,parks,natural
968f874e44bb12e9,https://upload.wikimedia.org/wikipedia/commons/0/00/Naturschutzgebiet_Mittleres_Innerstetal_mit_Kanstein_-_Derneburg_-_See_westlich_der_Zufahrtsstar%C3%9Fe_%282%29.jpg,151942,http://commons.wikimedia.org/wiki/Category:Naturschutzgebiet_Mittleres_Innerstetal_mit_Kanstein,parks,natural
cdb1df98a200c627,http://upload.wikimedia.org/wikipedia/commons/9/97/Abbaye_de_Jumi%C3%A8ges_2008_PD_45.JPG,39203,http://commons.wikimedia.org/wiki/Category:Abbaye_de_Jumi%C3%A8ges,church,human-made
cd8d1332aa55ea02,https://upload.wikimedia.org/wikipedia/commons/5/5e/%D0%9D%D0%B0%D0%B3%D0%BE%D1%80%D0%BE%D0%B4%D0%B6%D0%B5%D0%BD%D0%BD%D1%8F_%D0%9C%D1%83%D0%B7%D0%B5%D0%B9%D0%BD%D0%B0_%D0%BF%D0%BE%D0%B4%D1%96%D1%8F_%D1%80%D0%BE%D0%BA%D1%83_-_2013.jpg,183524,http://commons.wikimedia.org/wiki/Category:Vinnytsya_Art_Museum,museum,human-made
53a8374a2fb0621f,https://upload.wikimedia.org/wikipedia/commons/2/24/Die_Geislerspitzen_und_Sankt_Magdalena.jpg,99851,http://commons.wikimedia.org/wiki/Category:Geisler_group,mountain,natural
10e64a8d34ac438a,https://upload.wikimedia.org/wikipedia/commons/2/2a/Ni%C3%B1a_deck_%282605446554%29.jpg,176465,"http://commons.wikimedia.org/wiki/Category:Center_for_Wooden_Boats,_Seattle,_Washington",museum,human-made
c35653d5ca947b82,https://upload.wikimedia.org/wikipedia/commons/f/f3/Jerusalem_IMG_4597_%285171480245%29.jpg,4928,http://commons.wikimedia.org/wiki/Category:Lions_Gate,gate,human-made
45923794f13c5c4a,https://upload.wikimedia.org/wikipedia/commons/6/6a/Scaphinotus_angusticollis_Mannerheim_landscape.jpg,118197,http://commons.wikimedia.org/wiki/Category:Silver_Falls_State_Park,parks,natural
4acaddb0563ad83a,https://upload.wikimedia.org/wikipedia/commons/7/72/EN_LA_V%C3%8DA_P%C3%81RAMO_MERIDA.jpg,7240,http://commons.wikimedia.org/wiki/Category:Sierra_Nevada_de_M%C3%A9rida,mountain,natural
1c58665eba1ac41f,https://upload.wikimedia.org/wikipedia/commons/c/ca/Ventotene%2C_veduta_dell%27insediamento_principale_dal_mare_08.jpg,117503,http://commons.wikimedia.org/wiki/Category:Ventotene_(island),island,natural
b19a8e2a9f0459f9,https://upload.wikimedia.org/wikipedia/commons/5/50/Pohick_Creek_20161101_2962_%2830682457836%29.jpg,15427,http://commons.wikimedia.org/wiki/Category:Pohick_Creek,river,natural
18abe6a26aa1efbf,https://upload.wikimedia.org/wikipedia/commons/a/a5/1%E5%8D%97%E6%8A%95%E7%B8%A3%E6%97%A5%E6%9C%88%E6%BD%AD18.jpg,35558,http://commons.wikimedia.org/wiki/Category:Sun_Moon_Lake,lake,natural
0be9912af2fda146,https://upload.wikimedia.org/wikipedia/commons/e/eb/%D0%9F%D0%B0%D1%80%D0%BA_%D0%9E%D0%BB%D0%B5%D1%81%D1%8C%D0%BA%D0%BE_007.JPG,31094,http://commons.wikimedia.org/wiki/Category:Olesko_Castle,castle / fort,human-made
ec1b7952ab09635e,https://upload.wikimedia.org/wikipedia/commons/f/fa/Noordgevel_oost-zijde_-_Saaxumhuizen_-_20194119_-_RCE.jpg,112830,http://commons.wikimedia.org/wiki/Category:Hervormde_kerk_(Saaxumhuizen),church,human-made
cfc55f1b55abea1d,https://upload.wikimedia.org/wikipedia/commons/e/e3/N%C3%A9rac_ch%C3%A2teau_relief_%286%29.JPG,73289,http://commons.wikimedia.org/wiki/Category:Ch%C3%A2teau_de_N%C3%A9rac,castle / fort,human-made
ce3b96d7ee001a49,https://upload.wikimedia.org/wikipedia/commons/0/01/Hunza_nagar.jpg,33021,http://commons.wikimedia.org/wiki/Category:Hunza_Valley,mountain,natural
1ae293235f343610,https://upload.wikimedia.org/wikipedia/commons/7/78/St._Ambrosius2018_%2842%29.JPG,186084,http://commons.wikimedia.org/wiki/Category:St._Ambrosius_(Ostbevern),church,human-made
52709800044ca50f,https://upload.wikimedia.org/wikipedia/commons/9/9b/Nel_castello_-_arco.jpg,145298,http://commons.wikimedia.org/wiki/Category:Castello_di_Melfi,castle / fort,human-made
07787a7a9120b702,https://upload.wikimedia.org/wikipedia/commons/b/b0/Rechlin_9631.jpg,123101,http://commons.wikimedia.org/wiki/Category:M%C3%BCritz,lake,natural
fc791ab4038f0ba4,https://upload.wikimedia.org/wikipedia/commons/e/eb/Arcoiris_sobre_el_Pinsapar.jpg,85543,http://commons.wikimedia.org/wiki/Category:Sierra_de_Grazalema_Natural_Park,mountain,natural
d5921710b63ee70f,https://upload.wikimedia.org/wikipedia/commons/9/92/Eram_Garden_27.JPG,186615,http://commons.wikimedia.org/wiki/Category:Eram_Garden,garden,natural
123a92f2e6091f83,https://upload.wikimedia.org/wikipedia/commons/4/44/Sloup_v_%C4%8Cech%C3%A1ch_z%C3%A1mek_socha2.JPG,126556,http://commons.wikimedia.org/wiki/Category:Chateau_Sloup,castle / fort,human-made
91fef52e164f7db5,https://upload.wikimedia.org/wikipedia/commons/a/a3/Stone_wall_and_fern_palms_near_Kyukeimon_%28Hokori-Ujo%29_Gate_of_Shuri_Castle.JPG,53492,http://commons.wikimedia.org/wiki/Category:Shuri_Castle,castle / fort,human-made
2cfd6108806b3f0b,https://upload.wikimedia.org/wikipedia/commons/3/30/Faro_en_el_islote_Les_Eclaireurs.jpg,154192,http://commons.wikimedia.org/wiki/Category:Faro_Les_%C3%89claireurs,lighthouse,human-made
444f99fb0be3da23,https://upload.wikimedia.org/wikipedia/commons/4/4a/Chicago_-_Merchandise_Mart_%284279842145%29.jpg,106229,http://commons.wikimedia.org/wiki/Category:Merchandise_Mart,skyscraper,human-made
1f801db638a834be,https://upload.wikimedia.org/wikipedia/commons/3/3e/Bj%C3%B6rn%C3%B6n%2C_V%C3%A4ster%C3%A5s.jpg,130938,http://commons.wikimedia.org/wiki/Category:Bj%C3%B6rn%C3%B6n,parks,natural
30eeee06f332310c,https://upload.wikimedia.org/wikipedia/commons/e/e1/%C3%89glise_Saint-Pierre_de_Flers-Bourg_01.JPG,65496,http://commons.wikimedia.org/wiki/Category:%C3%89glise_Saint-Pierre_de_Flers-Bourg,church,human-made
1513b7ae77f36cbc,https://upload.wikimedia.org/wikipedia/commons/3/3d/Marienstiftskirche_Lich_Kanzel_06.JPG,167030,http://commons.wikimedia.org/wiki/Category:Marienstiftskirche_Lich,church,human-made
3632955080c81e5d,https://upload.wikimedia.org/wikipedia/commons/3/37/184_-_Passage_du_Gois_-_Noirmoutier.jpg,182269,http://commons.wikimedia.org/wiki/Category:Passage_du_Gois,road,human-made
4815bfecb0672df8,https://upload.wikimedia.org/wikipedia/commons/4/4c/T%C5%99eb%C3%AD%C4%8D%2C_m%C4%9Bstsk%C3%A1_v%C4%9B%C5%BE_-_panoramio.jpg,201932,http://commons.wikimedia.org/wiki/Category:Town_tower_(T%C5%99eb%C3%AD%C4%8D),tower,human-made
4011115a73ab51d3,https://upload.wikimedia.org/wikipedia/commons/a/a3/Nahargarh_027.jpg,168311,http://commons.wikimedia.org/wiki/Category:Nahargarh_Fort,castle / fort,human-made
a256c0d1ca1260ef,https://upload.wikimedia.org/wikipedia/commons/7/7c/Akita_Museum_of_Art%2C_stairs.jpg,138016,http://commons.wikimedia.org/wiki/Category:Akita_Museum_of_Art,museum,human-made
6ae6a7453b5ca16a,https://upload.wikimedia.org/wikipedia/commons/8/85/Choir_stalls-St_Etienne_Church_Moudon-IMG_7471.jpg,49207,"http://commons.wikimedia.org/wiki/Category:%C3%89glise_de_Saint-Etienne,_Moudon",church,human-made
7d2f4a1748bfb6a6,https://upload.wikimedia.org/wikipedia/commons/d/d4/The_Electric_Cinema_Birmingham_%282%29.jpg,147832,"http://commons.wikimedia.org/wiki/Category:Electric_Cinema,_Birmingham",theatre,human-made
8991033fac988bbf,https://upload.wikimedia.org/wikipedia/commons/3/38/Faro_San_Isidro.jpg,159243,http://commons.wikimedia.org/wiki/Category:San_Isidro_lighthouse,lighthouse,human-made
fb753e6b6c0b104e,http://upload.wikimedia.org/wikipedia/commons/d/d8/Clara-Zetkin-Park_Marzahn_110415_AMA_fec_%2828%29.JPG,178239,http://commons.wikimedia.org/wiki/Category:Clara-Zetkin-Park_(Berlin),parks,natural
c6089a60ec8b1861,https://upload.wikimedia.org/wikipedia/commons/8/8f/Chapelle_Saint-Clair_07.jpg,64070,http://commons.wikimedia.org/wiki/Category:Chapelle_Saint-Clair_d'Aiguilhe,church,human-made
4042e15cd1ee288e,https://upload.wikimedia.org/wikipedia/commons/6/6d/Banderas_Puente_Boyaca_2013.JPG,27339,http://commons.wikimedia.org/wiki/Category:Puente_de_Boyac%C3%A1,bridge,human-made
cf0b446c7dc32150,https://upload.wikimedia.org/wikipedia/commons/9/94/Senbacho%2C_Mito%2C_Ibaraki_Prefecture_310-0851%2C_Japan_-_panoramio.jpg,129179,http://commons.wikimedia.org/wiki/Category:Senba_Park,parks,natural
7e3f020aa5d1c972,https://upload.wikimedia.org/wikipedia/commons/a/ae/RO_BH_Madaras_Homorog_Nativity_church_19.jpg,54730,"http://commons.wikimedia.org/wiki/Category:Nativity_church_in_Homorog,_Bihor",church,human-made
7d15d7168b83d60e,http://upload.wikimedia.org/wikipedia/commons/9/94/FortGorges904FromChannel.JPG,10349,http://commons.wikimedia.org/wiki/Category:Fort_Gorges,castle / fort,human-made
c29146c74a2c5764,https://upload.wikimedia.org/wikipedia/commons/6/61/Nowy_stadion_Widzewa_-_sklep_klubowy_%282%29.jpg,23027,http://commons.wikimedia.org/wiki/Category:Stadion_Widzewa_%C5%81%C3%B3d%C5%BA,sports venue,human-made
b27949a1cc11467b,https://upload.wikimedia.org/wikipedia/commons/0/04/Topo%C4%BE%C4%8Diansky_hrad_09.jpg,173045,http://commons.wikimedia.org/wiki/Category:Topo%C4%BE%C4%8Dany_Castle,castle / fort,human-made
00429b0a692bc6ec,https://upload.wikimedia.org/wikipedia/commons/2/25/Agra_Fort_20180908_143913.jpg,183170,http://commons.wikimedia.org/wiki/Category:Agra_Fort,castle / fort,human-made
55d4793438ac8a55,http://upload.wikimedia.org/wikipedia/commons/7/75/Toren_details_-_Buren_-_20045321_-_RCE.jpg,179405,http://commons.wikimedia.org/wiki/Category:Sint-Lambertuskerk_(Buren),church,human-made
d83df089de9ab4d4,https://upload.wikimedia.org/wikipedia/commons/5/58/Saxifraga_%28Reykjav%C3%ADk_BG%29.jpg,74979,http://commons.wikimedia.org/wiki/Category:Grasagar%C3%B0ur_Reykjav%C3%ADkur,garden,natural
0c301012922a7c6d,https://upload.wikimedia.org/wikipedia/commons/9/93/Royal_National_Park_NSW_2233%2C_Australia_-_panoramio_%285%29.jpg,177194,http://commons.wikimedia.org/wiki/Category:Royal_National_Park,parks,natural
e1b52dec2588224b,https://upload.wikimedia.org/wikipedia/commons/2/25/Manyavskyi_Skit_11.JPG,198880,http://commons.wikimedia.org/wiki/Category:Maniava_monastery,church,human-made
592e6b7fe14bf405,http://upload.wikimedia.org/wikipedia/commons/8/8e/Brodick_Castle_Main_Portal.jpg,120694,http://commons.wikimedia.org/wiki/Category:Brodick_Castle,castle / fort,human-made
2bd3fca4e537ce86,https://upload.wikimedia.org/wikipedia/commons/4/43/Venedig_-_panoramio_%2836%29.jpg,41081,http://commons.wikimedia.org/wiki/Category:Ponte_della_Costituzione,bridge,human-made
65525a8743165ce0,https://upload.wikimedia.org/wikipedia/commons/7/71/Footpath_Over_Cringle_Moor_-_geograph.org.uk_-_377667.jpg,124882,http://commons.wikimedia.org/wiki/Category:Cringle_Moor,mountain,natural
0cc9d1f6ef27382f,https://upload.wikimedia.org/wikipedia/commons/6/6b/Jardim_da_Estrela_4_Busto_do_Actor_Taborda.jpg,131377,http://commons.wikimedia.org/wiki/Category:Jardim_da_Estrela,parks,natural
e1d40962a36f7db4,https://upload.wikimedia.org/wikipedia/commons/a/a3/LaurabayWFC.jpg,108564,http://commons.wikimedia.org/wiki/Category:Modis_Building,skyscraper,human-made
0f8d76e12d4cb7c9,https://upload.wikimedia.org/wikipedia/commons/3/33/Fleet_Bay_from_Anworth_-_geograph.org.uk_-_1296839.jpg,20999,http://commons.wikimedia.org/wiki/Category:Fleet_Bay,ocean area ,natural
8ce790c341b1828c,https://upload.wikimedia.org/wikipedia/commons/8/87/B%C3%BDval%C3%A1_jezuitsk%C3%A1_rezidence_s_kostelem%2C_%C5%A0koln%C3%AD_ul._57%2C_Tuchom%C4%9B%C5%99ice%2C_okr._Praha-z%C3%A1pad%2C_St%C5%99edo%C4%8Desk%C3%BD_kraj_10.JPG,25017,http://commons.wikimedia.org/wiki/Category:Tuchom%C4%9B%C5%99ice_Castle,castle / fort,human-made
360397d9a111c798,https://upload.wikimedia.org/wikipedia/commons/8/8a/%C5%81%C3%B3d%C5%BA_-_Kopu%C5%82a_Cerkwi_%C5%9Aw._Olgi_-_panoramio.jpg,26051,http://commons.wikimedia.org/wiki/Category:Church_of_Saint_Olga_in_%C5%81%C3%B3d%C5%BA,church,human-made
4725f35e51de522b,https://upload.wikimedia.org/wikipedia/commons/3/39/Sento_Imperial_Palace_%E4%BB%99%E6%B4%9E%E5%BE%A1%E6%89%80_%E3%80%90Gaia_Walker_Slide_Show_Demonstration%E3%80%91_-_panoramio.jpg,184433,http://commons.wikimedia.org/wiki/Category:Sento_Imperial_Palace,garden,natural
bf9647f3692f681f,https://upload.wikimedia.org/wikipedia/commons/e/ec/ColombiSchloss_8.jpg,34513,http://commons.wikimedia.org/wiki/Category:Colombischl%C3%B6ssle,museum,human-made
faa391a3a1197208,https://upload.wikimedia.org/wikipedia/commons/a/a3/N2_Badlands1.jpg,120053,http://commons.wikimedia.org/wiki/Category:Badlands_National_Park,parks,natural
7bbc75f1dbf6855c,https://upload.wikimedia.org/wikipedia/commons/f/fe/Vicelinkirche_in_der_Harmsstra%C3%9Fe_%28Kiel_36.966%29.jpg,175274,http://commons.wikimedia.org/wiki/Category:Vicelinkirche_(Kiel),church,human-made
9c8dc2b525265cab,https://upload.wikimedia.org/wikipedia/commons/7/7f/Eastside_City_Park_-_by_Andy_Mabbett_-_36.JPG,13147,http://commons.wikimedia.org/wiki/Category:Eastside_City_Park,parks,natural
0d15529a43d612a7,https://upload.wikimedia.org/wikipedia/commons/0/03/2016_Mammoth_Cave%2C_Margaret_River%2C_Australia%2C_entrance.jpg,68399,http://commons.wikimedia.org/wiki/Category:Margaret_River,river,natural
a15bfe8c5f93efa0,https://upload.wikimedia.org/wikipedia/commons/0/0e/Vue_a%C3%A9rienne_d%27Arles.JPG,99844,http://commons.wikimedia.org/wiki/Category:Ar%C3%A8nes_d'Arles,theatre,human-made
f2e7956432c7affd,https://upload.wikimedia.org/wikipedia/commons/6/62/Church_of_Sants_Joans%2C_Pu%C3%A7ol_01.JPG,157960,"http://commons.wikimedia.org/wiki/Category:Church_of_Sants_Joans,_Pu%C3%A7ol",church,human-made
7b543ec01c84a1c4,https://upload.wikimedia.org/wikipedia/commons/8/82/Clock_Tower_-_Hazarduari_Complex_-_Nizamat_Fort_Campus_-_Murshidabad_2017-03-28_6303.JPG,191012,http://commons.wikimedia.org/wiki/Category:Clock_Tower_or_Ghari_Ghar_(Murshidabad),tower,human-made
4fd6ed1e04215d38,https://upload.wikimedia.org/wikipedia/commons/d/de/Farn%C3%AD_kostel_sv._Prokopa_%28Sar%29_18.jpg,95650,http://commons.wikimedia.org/wiki/Category:Church_of_Saint_Procopius_(%C5%BD%C4%8F%C3%A1r_nad_S%C3%A1zavou),church,human-made
d03c816a1f70d03a,https://upload.wikimedia.org/wikipedia/commons/d/d3/Bern_Heiligkreuz_aussen.jpg,73421,http://commons.wikimedia.org/wiki/Category:Heiligkreuz_Bern,church,human-made
2bc4f0402deaa37f,https://upload.wikimedia.org/wikipedia/commons/7/7e/6533viki_Toszek._Zamek._Foto_Barbara_Maliszewska.jpg,164137,http://commons.wikimedia.org/wiki/Category:Toszek_Castle,castle / fort,human-made
9550a853f3687eda,https://upload.wikimedia.org/wikipedia/commons/9/9f/Three_Cliffs_Bay_-_geograph.org.uk_-_869866.jpg,77293,http://commons.wikimedia.org/wiki/Category:Three_Cliffs_Bay,ocean area ,natural
7f98aedd9ea3d6e6,https://upload.wikimedia.org/wikipedia/commons/5/50/Hul_-_Draco_volans_-_GMZ_1.jpg,173918,http://commons.wikimedia.org/wiki/Category:Grant_Museum_of_Zoology_and_Comparative_Anatomy,museum,human-made
87e556e9b5f95d1a,https://upload.wikimedia.org/wikipedia/commons/c/c4/Bwthyn_Joseph_Parry.jpg,21545,http://commons.wikimedia.org/wiki/Category:Joseph_Parry's_cottage,house,human-made
f149fb2622d5763c,https://upload.wikimedia.org/wikipedia/commons/d/d9/Government_Museum_Bangalore_DSC_5669.jpg,129610,http://commons.wikimedia.org/wiki/Category:Government_Museum_(Bangalore),museum,human-made
f44e064ddf68c177,https://upload.wikimedia.org/wikipedia/commons/1/1e/St_Laurentius_%28Haindlfing%29_21.jpg,105956,http://commons.wikimedia.org/wiki/Category:St._Laurentius_(Haindlfing),church,human-made
